padyam_text	padyam_type
"శిష్టులు మెచ్చ సజ్జనులు చేకొనునట్లు దలంచి జ్ఞానవా-
సిష్ఠముఖప్రబంధములు చెప్పుచు సత్త్వపురాణమర్మసా-
భీష్టవిధుల్ పఠించుటకుఁ బెద్దలఁ జూపుచుఁ బుత్రవాంఛ సం-
తుష్టి చెలంగుచున్న యల తొయ్యలిఁ దల్లినిఁ బోలరెవ్వరున్."	vutpalamaala
"కోడలు గర్భమౌట తనకు న్మదిఁ దోఁచినయంత బ్రేమ గొం-
డాడ సుపుత్రునిం బడయునట్లు ఘటింపు మటంచు శూలి పూఁ-
బోఁడిని మందగామినినిఁ బుష్పసుగంధిని మీనలోచనన్
వేడుకమీఱ వేఁడు నలివేణినిఁ దల్లినిఁ బోలరెవ్వరున్."	vutpalamaala
"మనుమఁ డటంచుఁ బిల్వ సుకుమారునిఁ గోడలు గన్న మాటఁ దా
విని యనివారదానముల వేలముగా నొనరింపఁజేసి చ-
య్యన శుభవాద్యముల్ మొరయునట్లు ఘటించెఁ గదా యటంచుఁ గ-
న్గొని ముదమందునట్టి యల కోమలిఁ దల్లినిఁ బోలరెవ్వరున్."	champakamaala
"కలిమి బలంబు భోగము సుఖంబు జయంబు యశస్సమృద్ధియుం
గలుగఁగఁ గోరుచుం దనదు కాయము డస్సిన శక్తి లేమిడిన్
బలము దొలంగియుండినను బాయని కూర్మి తురంగలింప ని-
ర్మలమతిఁ బుత్రవత్సలత రంజిలు తల్లినిఁ బోలరెవ్వరున్."	champakamaala
"సరవిఁ గుమారవాంఛ కొనసాగుటకై పడు వేవులింత నో-
రరుచి విచేష్ట గాసి మొదలైన ప్రయాసములెల్లఁ జూడఁగా
హరిహరపంకజాసనముఖామరులైననుగాని యిట్టి దు-
ష్కరతరబాధ లోరువరు గావునఁ దల్లినిఁ బోలరెవ్వరున్."	champakamaala
"కడువడి మీఱ నందనుని గర్భములో భరియించి యింటిలో
నడిచెడివేళఁ దాఁ బనులు నాణెముగా నొనరించువేళ నిం-
పడరఁగఁ గూరుచుండు నెడనైన ప్రయాసము లోర్చెఁ గాన నీ
పుడమిని లోకమాత యనఁబోలిన తల్లినిఁ బోలరెవ్వరున్."	champakamaala
"ప్రసవము నొందునాఁడు పడు బాములు చూచినఁ బ్రాణహానియై
యెసఁగినఁగాని లోనఁ గసటెంతయు లేకయె పుత్రవాంఛ లో
మసలెడుఁ గాన నింకిట సమానదయారసపూర్ణు లెవ్వ రీ
వసుమతిలోన దివ్యగుణవార్ధినిఁ దల్లినిఁ బోలరెవ్వరున్."	champakamaala
"నేరుపు విద్యయుం గలిమి నీతివివేకము గల్గునట్లుగా
సారెకుఁ దెల్పుచో జగతి సౌఖ్యము గల్గ ఘటింపఁజేయుచో
నారయఁ బ్రేమఁ దా నహరహంబును గంటికి ఱెప్ప చాడ్పు మం-
దారము రీతిఁ బ్రోచు గుణధన్యను దల్లినిఁ బోలరెవ్వరున్."	vutpalamaala
"శ్రీ వెలయంగ లోకు లిది చిత్రమటంచు మదిం దలంప న-
ప్పా వతిభక్తితో జననిపైఁ గల ప్రేమ దురంగలించి రాఁ-
గా వగ మీఱ మాతృశతకం బొనగూరిచెఁ గానఁ జూచినం
బూవిలుకానిఁ గన్న సిరిఁబోలిన తల్లినిఁ బోలరెవ్వరున్."	vutpalamaala
శ్రీరుక్మిణీనాథ జితకోటిరతినాథ సుందరాకార సానంద శరణుసురయక్షకిన్నరవరమౌనిశుభకర నరకాంతకా పద్మనాభ శరణుజలధరనిభగాత్ర జలజాతదళనేత్ర పరమపవిత్ర గోపాల శరణునిర్మలగుణతోష నిజభక్తజనపోషక వివచోభూషప్రకాశ శరణు	seesamu
అనుచు నిను చాల నుతియించి యబ్జభవుని | వెలది నెంతయు గొనియాడి విఘ్నపతినిసన్నుతి యొనర్చి రచియింతు శతకముగను | మదనగోపాల సత్యభామావిలోల!	teytageethi
దండము యదువీర దశరూపధర నీకు దండము వసుదేవతనయ శౌరిదండము హరిధరాధర నీకు విమలారి దండము శతకోటిసవనతేజదండము మందరోద్ధర నీకు సాష్టాంగదండము కంసమర్దన మురారిదండము కోదండధర మాధవా తన దండకు నిను బిల్వ తరుణి పనిచె	seesamu
గాన వచ్చితి మీ పాదకమలసేవ | కల్గె నా భాగ్యమెట్టిదో కరుణగల్గిసుదతి నేలుట దగునయ్య సుందరాంగ | మదనగోపాల సత్యభామావిలోల!	teytageethi
సుదతి కెమ్మోపి దా జూపెనా పదియారుకళల చందురువలె గానవచ్చుశుకవాణి కన్నులజూపెనా మరుజేతి కలువతూపులమాట్కి గానవచ్చువగమీర ముంగుర్ల సొగసు చూపించెనా భ్రమరమాలికలని పల్కవచ్చుగబ్బిగబ్బల నుబ్బు గన్పడ జూపెనా పసిడిగిండ్లని మెచ్చ బల్కవచ్చు	seesamu
నతివ సౌందర్య మెన్నుట కలవిగాదు | మగని కూరిమిగలిగిన మగువ నేల-దగును నీకైన దగు మంచితరుణి సుమ్ము | మదనగోపాల సత్యభామావిలోల!	teytageethi
బాలనే నే తాళజాలనే యీ రవ్వలేలనే వలచిన గోలననవెరమ్మనే మనవిచే కొమ్మ నే బిగికౌఁగిలిమ్మనే నమ్మిన కొమ్మననవెచల్లగా పన్నీరు చల్లగా విభునిపై చల్లగా మదికింపు సలుపుమనవెదక్కి నా వలలోన జిక్కి నా సామికి మ్రొక్కినానని చాల ముదితయనవె	seesamu
యనుచు నీతోడ యెరుగింపుమనుడు వేడె | గాన వచ్చితి నిను బిల్వ కనకచేలతామసించిన నా యింతి తాళదికను | మదనగోపాల సత్యభామావిలోల!	teytageethi
నెఱికురుల్ నీలాల నిరసించు మోముతో సరియౌనె పున్నమచందమామనిద్దంపు నునుజెక్కుటద్దంబులను గెల్చు ముద్దియయోష్టంబు మొనయ కెంపుకన్నుల సోగలు కల్వరేకుల మీఱు జన్నుగుబ్బలు సరి జక్కవలకుతిలపుష్పముల గేరు తెరవ నాశిక తీరు చెలి హస్తమబాళి జెనకజూచు	seesamu
గుందముల మించు రజనాళీ కొమ్మ నిన్ను | దలచి మరుబారిచేతను తాళలేకయున్న దా యింతి నెడబాయ యుచితమగునె | మదనగోపాల సత్యభామావిలోల!	teytageethi
అరవిరిగొమ్మరా యపరంజిబొమ్మరా మరునిచేచిల్కరా మందయానయలికులవేణిరా యంబుజపాణిరా చిలుకలకొలికిరా చిగురుబోడివెన్నెలగుమ్మరా యన్నులమిన్నరా పన్నీటిసోనరా పంకజాక్షిచిలికికటారిరా చిత్తజదంతిరా శుకవాణిరా మేటి సుందరాంగి	seesamu
యనగ దగినట్టి యా బాల నేలుకొనక | మోడిసేయంగ నుచితమే మోహనాంగతామసించక రావయ్య దానవారి | మదనగోపాల సత్యభామావిలోల!	teytageethi
నడుముల్కు తొడబెళ్కు మెడకుల్కు కడుతళ్కు మోము చూచిన చాల మురియవటరపగడంపు జగనింపు తగకెంపు జిగిబెంపు కొమ్మవాతెర జూచి కోరవటరబిగినుండు జిగిమించు తొలగించు వగలాడి పాలిండ్లు జూచిన భ్రమయవటరననబోడి శుకవాణి ఘనశ్రోణి మృదుపాణి వగలు చూచిన దాళవచ్చునటర	seesamu
గాన నా సుందరాంగిని గారవమున | నేలుకొనదగు నీకైన దిందువదనవెలది నను బంపె నిను బిల్వ వేడ్కమీర | మదనగోపాల సత్యభామావిలోల!	teytageethi
బెళ్కుచూపులకొమ్మ తళ్కుబంగరుబొమ్మ కుల్కుముద్దులగుమ్మ కుందరదనవగలాడియౌన జిగిముద్దుమోముది చిగురాకుమోవిది చిన్నెలాడిజిగిపెన్గులాట్లచే బిగిగుబ్బపోట్లచే తగుమోవికాట్లచే తరుణి విభునివలపించు మరులెద గొలిపించు నతి మేలు కలిపించు రతులచే గంబుకంఠ	seesamu
యనగ దగినట్టి యీ యింతి నేలుకొన్న | గోరి చక్కెర పాలును గూర్చినటులసురతసౌఖ్యంబులబ్బును సుందరాంగ | మదనగోపాల సత్యభామావిలోల!	teytageethi
వదనమా కాదది పదియారుకళలచే బెంపొంద వెలయు జాబిల్లి గానికన్నులా కావవి చెన్నుమీఱగజాల మెరసెడి బేడిసమీలు గానియధరమా కాదది మధురసభరితమై పరిపక్వమగు బింబఫలము గానికందరమా కాదు కరిమరేఖల దాల్చి కంధిలో బొదలు శంఖంబు గాని	seesamu
యనుచు నుతియింపతగినట్టి యలరుబోడి | నెనయదగు జాగుసేయక నేలుకొమ్మువినుతమౌ నీశ నీకు నే విన్నవింతు | మదనగోపాల సత్యభామావిలోల!	teytageethi
చల్లని పన్నీట జలకంబు గావించి జిలుగుబుటేదారిచీరె గట్టిబంగారుసరిగెమొగ్గల నిగ్గుగను పట్టురంగు మీరిన మేటిరవికె దొడిగిబన్నసరులు మేటిపతకంబు ముత్తియసరులు గుబ్బలమీద జారి యొరయనందిబందులు వజ్రసరులు కంకణములు కరములు నిగనిగ కాంతులెసగ	seesamu
మెలత మొలనూలిఘంటలు మిగుల మ్రోయ | కాళ్ళనందెలు గజ్జెలు ఘల్లుమనగచెలిని జూచిన మరువారి చిక్కవటర | మదనగోపాల సత్యభామావిలోల!	teytageethi
నెరులురా తుమ్మెదగరులురా నీలంపుసరులురా కొమ్మ ముంగురుల సౌరుమేలురా చెనకినపాలురా మించుటద్దాలురా ముదిత కపోలయుగమువాలురా బేడసమీలురా కల్వలనేలురా కలికి కన్గవల తీరుచెండ్లురా బంగారుగుండ్లురా గజనిమ్మపండ్లురా యతివ పాలిండ్ల తీరు	seesamu
చెలియ నూగారు నల్లనిచీమబారు | పొలతి పొక్కిలి విరిసిన పొన్నపూవునెలత నేలుట తగునయ్య నెనరుతోను | మదనగోపాల సత్యభామావిలోల!	teytageethi
రవనూనె మెరుగిడి రాణించు నెరికురుల్ దువ్వి కొప్పమరించి తోరమైనగొప్పరాగిడి మేటియొప్పైన కుప్పెయు సవరించి మొగ్గల సరులు మీరపరగ కెంపులు చెక్కబడినట్టి పాపటబొట్టుపై శశిపువ్వు పొసగ దాల్చినిద్దంపు చెక్కుల వద్దికగా వజ్రతాటకముల ధాళధళ్య మమర	seesamu
నాణిముత్తెపు నత్తు మోవంది గుల్క | నెంచదగినట్టి తొలకరి మించొ యనగదాని వగ జూడ దమి నిల్వ దరమె నీకు | మదనగోపాల సత్యభామావిలోల!	teytageethi
కొసరంచు పలుమారు కొమ్మ కమ్మనిమోవి యాని తేనియ గ్రోలుమనుచు బలుకవద్దికతో దన నిద్దంపు చెక్కులు ముద్దాడరా యని మురియ బల్కమొనసి పాలిండ్లపై మొనగోరు లించుకయుంచరా యని తమిమించు పలుకవడిబోక ముడివిచ్చి తడయక నాభిలో నంగుళం బానరా యనుచు బలుక	seesamu
కేళి మరుకేళి గూడంగ కోరి పలుక యతనుసామ్రాజ్య మెల్ల నీ కబ్బినటుల-నుండదే చూడు మా యింతి నొనరగూడి | మదనగోపాల సత్యభామావిలోల!	teytageethi
విడెమందుకొమ్మన్న తొడలపై గూర్చుండి దొంతరవిడెమిచ్చు తోయజాక్షినెనరుంచుమనినను చనువున చెలరేగి మోవితేనియలాను ముద్దుగుమ్మయదనిదియన్నను వదలక బిగబట్టి యదనుగుబ్బలగుమ్ము పద్మగంధి... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ...	seesamu
మరునిచేచిల్క యనదగు మందగమన | కలికి నెమ్మోము చందురుకాంతినెసగునట్టివగలాడి నెడబారునలవి గాదు | మదనగోపాల సత్యభామావిలోల!	teytageethi
బిగికౌఁగిలింతల బెనగుచు పలుమారు విడెమందుకొమ్మను వేడ్కలాడికిలకిలమనుచు వెన్నెలతేటనగవుల గిలగింతలొనరించు కీరవాణితలపున విభునిపై తప్పేమియును లేక పొలయల్క గావించు పువ్వుబోడికొసరి వేడుచు బతి గూడినది యెంతహాయిరా నా సామి యను లతాంగి	seesamu
యట్టి కనకాంగి వగలెన్న నలవి గాదు | పంకజాక్షిని చౌసీతిబంధగతులనేలుకొనవయ్య యతివేగ నీరజాక్ష | మదనగోపాల సత్యభామావిలోల!	teytageethi
మొలకదేనియలొల్కు కుల్కుపల్కుల విభు మది కరగించునే మంజువాణిక్షణమైన నిను బాయజాలర ప్రాణేశ యని కౌఁగిలించునే యబ్జపాణివీణె వాయింపుచు వెలది పైకమురీతి బాడగా నేర్చునే పద్మనయనయిద్దరమొనగూడి వొద్దిక నుండుట కెన్ని నోచితినను నెమ్మెలాడి	seesamu
చాల మది కింపు బుట్టించు సరసిజాక్షి| నట్టి జవరాలి నెడబాయ నర్హమగునెకలికి నేలుట దగునయ్య కరుణ గల్గి | మదనగోపాల సత్యభామావిలోల!	teytageethi
చెండ్లాడమనుచు బాలిండ్లు నాథుని చేతికబ్బంగనిచ్చు నా యలరుబోడిగాటంపు రతుల జొకాటంపు వగలను మొనసి కూడగజాలు మోహనాంగిబడలిన విభునకు బలుమీరు గెమ్మోవియానంగనిచ్చు నా పంకజాక్షిపన్నీరుగంధంబు పైజల్లి శైత్యోపచారంబు సేయునా జలజపాణి	seesamu
గాన నా యింతి వగలెన్నగా దరంబె | సరససద్గుణజాల యా సన్నుతాంగిచాల నిను గోరియున్నది జాలమేల | మదనగోపాల సత్యభామావిలోల!	teytageethi
కళలంటి సొక్కించగలయట్టి నిను బాయజాలరా యని రాల సాగి మ్రొక్కునా సామి నా దొర నా మనోహర యని జిగి బిగికౌఁగిట జేర్చి కొసరునిను గానకుండిన నిమిషంబు నా యెద జాలి బొందునటంచు చాల వెఱచుతగ నిను గూడని తరుణి యవ్వనమెల్ల నడవిగాచిన వెన్నెలనుచు బలుకు	seesamu
దమకమున నిన్ను వలపింపదగినయట్టి | కొమ్మ ముద్దులగుమ్మయా కోమలాంగినెనయదగు నీకు నా యింతి నేలుకొమ్ము | మదనగోపాల సత్యభామావిలోల!	teytageethi
తలవాకిలిల్లుగా దన ప్రాణనాథుని రాక కెదురుచూచు రాజవదనవచ్చిన దన విభు గ్రుచ్చి కౌఁగిట జేర్చి మచ్చికతో బల్కు మందయానమజ్జన మొనరించి మంచిగంధము మేన నలది వేడ్క యొనర్చు నబ్జపాణిపళ్లెరమిడి చాల బసయైన కూరలు రతిరసాన్నము పెట్టు కుసుమగంధి	seesamu
యొనర భుజింప బ్రాణేశు నుపచరించు | సురటి చేబూని విసరును సొంపుమీరనింపు బుట్టించు నా బాల నేలవేల | మదనగోపాల సత్యభామావిలోల!	teytageethi
పగడంపుగోడల బంగారుపట్టెల చప్పరంబొప్పు మంచం బమర్చిక్రొత్త తాప్తా దూదిమెత్తపైన పరంజిజరి తలగడదిండ్లు చక్కబరచిపరిమళద్రవ్యముల్ పన్నీరుగంధంబు రత్నాలగిన్నెను జతను పరచియరవిరిబంతులు మరువంబు కురువేరు నపరంజితట్టల నమరజేర్చి	seesamu
యతివ దన కేళిగృహము నలంకరించి | విభుని దోడ్కొని రమ్మని వెలది వనిచెపాన్పుపై నిన్ను గూడ నా పద్మగంధి | మదనగోపాల సత్యభామావిలోల!	teytageethi
నాథునికడ జేరి నాతి వాక్చాతురి బల్కగా విభు డతిపరవశమునమొనసి చక్కెరమోవి మునిపంట నొక్కిన నసురుసురను లేచి యలరుబోడియెవరైన జూచెద రిదివేళ గాదని తలుపుచాటున జేరి తమకముననుజులుము సేయక నీకు జోహారు జేసెద దాళరా యిక కొంత దడవటంచు	seesamu
బతికి సతి మోహమొనరించి పణతి తెలిసి కినిసి క్షణమున రతిదేలి కీరవాణిమగని మతి జరగించు నా మందగమన | మదనగోపాల సత్యభామావిలోల!	teytageethi
నెమ్మదిగా భర్త నెనరుంచవలెనని పొలతి పున్నమ యొక్కప్రొద్దులుండుమమత బాయక పతి మందిరంబుననుండ మరుమంత్రజపము లేమరక సేయునన్యకాంతల విభు డాసింపకుండగా శివు నభిషేకంబు చేయుచుండుమగడు దన మాటకు నూరాడకుండగా జెలి వినాయకపూజ సేయుచుండు	seesamu
బడతి యీ రీతి దేవతాప్రార్థనంబు | చేయుచున్నది మీ పాదసేవకొరకు... ... ... ... ... ... ... ... ... ... ... ... ... | మదనగోపాల సత్యభామావిలోల!	teytageethi
ఆసించి తన పతి ననుకూలపరచిన భాసురాంగికి నిత్తు బన్నసరులుకూరిమి వరుని గూర్చగల్గినయట్టి ముద్దియకిత్తు నే ముత్తియములుపనిపూని విభుని నా భవనంబు జేర్చిన వనితకిత్తును మేటివజ్రతతులుకరుణించి తన భర్త గలయఁ జేసినయట్టి భామకిత్తును జౌలబావిలీలు	seesamu
అనుచు దగినట్టి చెలులతో నలరుబోడి | బలుకుచున్నది యతిమోహపరవశతనుగాన నా యింతి నేలుము కమలనాభ | మదనగోపాల సత్యభామావిలోల!	teytageethi
చల్లని పన్నీరుచల్లి నాథునితోడ సరసంబులాడుచు చాల మెచ్చియించుక నీ దయ యుంచరా నా సామి యంచు చక్కెరమోవి యాననిచ్చియెదయెద గదియించి వదలక బిగియించి ముదమున జెక్కిళ్ళు ముద్దుబెట్టిసమరతి యుపరతి చతురత వగలను సదయునితో నొక్కజాము పెనగి	seesamu
యవుర శాబాసు నా సామి యనుచు బొగడి | మరలి రతిగూడి విభునకు మమత హెచ్చదమిని గల్పించినటువంటి తరుణి గదర | మదనగోపాల సత్యభామావిలోల!	teytageethi
పతియింట లేనప్డు భ్రమరమా యిట రాక తగునటే యని లేచి తరమబోవుసద్దుజేయక నుండజాలవె కోయిల వేళ గాదని కేల వ్రేయబోవుమచ్చరంబున నేడు మరుడు దండెత్తెనో చెలులార పొమ్మని జెప్పుడనునునిలువుటద్దమునందు నెలకొన్నవాడని తెరవ చందురుని మర్దింపబోవు	seesamu
మగువ యీ రీతి విరహాబ్ధిమగ్న యగుచు | తలిరువిలుకాని బారికి తాళలేకనిన్నె దలచుచునున్నది నీరజాక్షి | మదనగోపాల సత్యభామావిలోల!	teytageethi
తుమ్మెద రొదసేయ తొడరిన తోడనె తెమ్మెర వీచెనే తెరవలారతెమ్మెర వీచెనే తెరగింక ననుచుండ గ్రమ్మె చిల్కలగముల్ కాంతలారచిలుకలగము లేల చేరెనో యనుచుండ జెలగి కోయిల గూసె జెలియలారకోయల లీరీతి గూసెనేమొకొ యని భావింప మరుడదె భామలార	seesamu
చెరుకవిలు వంచి యటపొంచి చేవమించి | పదరి యెద నాటనేసెనే పణతి యనుచుబలుకుచున్నది వలపున భ్రమసి మిగుల | మదనగోపాల సత్యభామావిలోల!	teytageethi
దాడాయె మరుడిదే వేడాయె వెన్నెల వాడాయెనే విరుల్ వనితలారచెలువ తెమ్మెర డాయ నళులు జుమ్మని మ్రోయ జిలుకలు రొదసేయ జెలియలారవిరహమగ్గలమాయె వెఱపొందగానాయె సరసుడు రాడాయె సఖులారనను జేరవచ్చునా వనజాక్షి మెచ్చునా మనసిచ్చి కూడునా మగువలార	seesamu
యనుచు దనలోనె తలపోసి యతివ నీదు | రాక గోరుచునున్నది రవ్వలేలగాననిక నేలుకొనవయ్య కరుణగల్గి | మదనగోపాల సత్యభామావిలోల!	teytageethi
సుదతి వెన్నెలపిండు జూచిన కడు తాపమందును జూడరాదనుచు బల్కువిరులు దురుమగరాదు వెలదిరో యతనుని శరజాలములటంచు చేరి పల్కుగంధ మలదగరాదు గంధవాహుండల్గి యదర వీవగ వేడియనుచు బల్కునిటు దలపోయుచున్నది యింతి మరుని దాడికిని వెఱచి నిను మది దలచితలచి	seesamu
... ... ... ...యట్టి విరిబోడి నేలుట యర్హమగును | మదనగోపాల సత్యభామావిలోల!	teytageethi
తీరైన మృగనాభి తిలకంబు ధరియించి కనుల కాటుక దీర్చి గరిమ మీరనగరుగంధము మేన నలది కొప్పున దావి పొలివోని పువ్వులు పొందుపరచివన్నెమీరగ సన్నవలిపెపై పన్నీరుచల్లి ఘమ్మనుచు వాసన చెలంగకుంకుమ యత్తరు గోరజవ్వాదియు బొంకమౌ పాలిండ్ల బూసె నీదు	seesamu
వక్షమున గుబ్బగురుతులు వనిత సేయ | గోరి యున్నది యిక నేలుకొనుము దానిజాగుసేయక రావయ్య జలరుహాక్ష | మదనగోపాల సత్యభామావిలోల!	teytageethi
నిను జూచినది మొదల్ నిదుర కంటికి రాక మనమున దిగులొంది మరులు వరలవిరహ మగ్గలమాయె విభుడేల రాడాయె బిలువవే యని నన్ను బిలిచి పనిచెననబోడి మాటలు విని నేను గ్రక్కున నిను బిల్వ వచ్చితి నిలువకెందునిక జాగుసేయక శుకవాణికడ జేరి యకలంకముగ నేలు మంబుజాక్షి	seesamu
గడగి నీవింక రాకున్న గంబుకంఠి ప్రాణములు నిల్వనోపవు పడతి విరుల-దండ లురిబోసుకొన నది దలచునింక | మదనగోపాల సత్యభామావిలోల!	teytageethi
ఇంతిరో విభుడు నా చెంత జేరినయంత నునుచెక్కులను గోట నులుమనటవెకాంతరో నా భర్త కౌఁగిలించిన యెంత చక్కని కెమ్మోవి నొక్కనటవెమందయానరో నాథుడంది చన్గవ నంట కొసరి నా జడతోడ గొట్టనటవెకొమ్మరో పతిరతి గూడ నా గుబ్బల ఱొమ్మున గసిదీర గ్రుమ్మనటవె	seesamu
యనుచు బంతంబులాడుచు నలిరుబోడి | మరునికేళిని నిముషమేమరక కలిసినిన్నె మెప్పించనున్నది నీలవేణి | మదనగోపాల సత్యభామావిలోలా!	teytageethi
సురతచమత్క్రియల్ సూపించిచూపించి మేలిమి నీ పొందు మెచ్చిమెచ్చిమోము మోమున జేర్చి ముద్దాడిముద్దాడి గొసబులియ్యని మోవి గ్రోలి గ్రోలిగబ్బిగుబ్బల నెద గదియించిగదియించి బిగువు కౌఁగిళ్ళను బెనగిపెనగిమరుకేళి గవయగ మనసిచ్చి మనసిచ్చి గౌరవంబు చెలంగగలసికలసి	seesamu
మాటిమాటికి దన మేను మరచిమరచి తమక మిగురొత్త రతికేలి తగ పెనంగువనిత నేలుట తగునయ్య వనరుహాక్ష | మదనగోపాల సత్యభామావిలోల!	teytageethi
విభుడు పైకొనువేళ వెలది సంతసమంది గబ్బిగుబ్బలచేత గదియనిచ్చిదురుసుగా మరుకేళి దొడరిన నాథుని దప్పక వీక్షించి తరుణి తనదుచెలువుని మోమున చెమట గ్రమ్మిన జూచి విరులవీవన చేత విసరి వేడ్కనేడు మంచిదినంబు నెనరున ననుగూడి హాయి వుట్టించితి వంబుజాక్ష	seesamu
యనుచు నను జాల మెప్పించు నతివ నిట్లు | బాసి యుండగ దగునయ్య పడతి నీదురాక గోరుచునున్నది రవ్వలేల | మదనగోపాల సత్యభామావిలోల!	teytageethi
సుదతి దా దశవిధచుంబనగతులను దన భర్తకును దెల్పు దావులరయగుచయుగంబులు నాభి గొనబైన కెమ్మోవి హస్తముల్ చెక్కులు మస్తకంబుకక్షంబు నుదురును కంఠంబు మరునిల్లు వదలక పదిచోట్ల ముదము మీరకరికరలీలల గావించి నఖముల ముద్దులాడగ గొంత మొనయవలయు	seesamu
ననుచు జుంబనవిధముల నన్ని వగల | దెల్ప వలపింపదగినట్టి తెరవ నిపుడుగలసి యేలుట దగునయ్య కామజనక | మదనగోపాల సత్యభామావిలోల!	teytageethi
ఎవతె బోధించెనో సవతి బెట్టిన మందు తలకెక్కె గాబోలు తరుణులారపలుమారు చెలులను బంపిన నిటురాక పంతమేలనె నాతో భామలారమ్రొక్కి వేడితినని ముదితలు దెల్పగా నక్కరలేదనె నమ్మలారవనజాక్షి మగవారి వలపులు సతమనగూడునా తెల్పరే కొమ్మలార	seesamu
యనుచు బలుమారు చెలులతో నాడికొనుచు | మోహసాగరమున మున్గి ముదిత నీదుకరుణ యను తెప్ప గోరెడి కమలనయన | మదనగోపాల సత్యభామావిలోల!	teytageethi
చిత్తజుకేళికి హత్తెనా వగలాడి యత్తరుగంధంబు యలదినట్లుగుత్తంపుగుబ్బల గ్రుమ్మెనా విరిబోడి మెత్తనిపూచెండ్ల మెరమినట్లుచిత్తంబు నొకటిగా జేర్చెనా యలివేణి నిత్యసంపదలచే నెగడినట్లుపొత్తున భుజియింపబూనెనా శుకవాణి కొంత తేనియ జున్ను గ్రోలినటుల	seesamu
నుండు గదరోరి యా యింతినొనర గూడ | దగుర యిక జాగుసేయుట దగదు నీకువెలది నను బంచె నిను బిల్వ వేగ రమ్మి | మదనగోపాల సత్యభామావిలోల!	teytageethi
నిను బాసినది మొదల్ నీరజాతాక్షికి నాహారనిద్ర లేదాయె గదరతలపున నిను చాల దలచి వేమారును బరితాపమును జెంది పలుకు గదరయెప్పుడు నను బాయడేమొకో రాడాయెనని తన చెలులతో నాడు గదరచలమూని నా ముద్దుసామి రాడని చాల భయమంది నిను బిల్వబంచె గదర	seesamu
కాన నిటకేగుదెంచితి గారవమున చాన నేలుట తగునయ్య జాగువలదునిన్నె మదిగోరి యున్నది నీలవేణి | మదనగోపాల సత్యభామావిలోల!	teytageethi
తొలుత ప్రాణేశుని తొడలపై బవళంచి యాసదీరగ ముద్దులాడుకొంచుబ్రాణేశ నిను బాసి ప్రాణముల్ నిలుచునా యని తన కెమ్మోవి యాననిచ్చినలినాక్షి నిను బాయనని బాసలిమ్మని పలుమారు కొసరుచు బడతి విభునిమక్కువతోడను మరుకేళి దేలించి యక్కరతోడ నయ్యలరుబోడి	seesamu
పాలువెన్నయు మీగడ పంచదార | కొమ్మనుచు వేగ భర్తకు గ్రోలనిచ్చిహాయి పుట్టించునటువంటి యతివ గదర | మదనగోపాల సత్యభామావిలోల!	teytageethi
పలుమరు మేల్‍జరీ పైటకొంగున గట్టివలపు నిల్పగలేనె వనిత యనుచుజెలరేగి నీ ముద్దుజెక్కులపై నొక్కి ముద్దుబెట్టనియవె ముదితయనుచుకనకాంగి నీ బిగికౌఁగిట నను జేర్చి మనసియ్యరాదటే మగువ యనుచుకొమరొప్ప నీ కుల్కుగుబ్బలపై నాట గోరులుంచగనీవె కొమ్మ యనుచు	seesamu
వెలది నను చాల కొసరిన విభుని పొందు | మఱచి యెటులుండవచ్చునే మందయానయనుచు నను బంపె నీకడ కబ్జనాభ | మదనగోపాల సత్యభామావిలోల!	teytageethi
ప్రేమతో నా విభు పిలువనంపిన నిందు రాడాయెనేమొకో రామలారసవతులు నాపైన చాడి గావించిరో కానరాకున్నాడు కాంతలారయతివలు నా మనోహరుని రావద్దని యడ్డగించిరొ కదే యమ్మలారమనసిచ్చి యెవతెను మరగియున్నాడకో తెలియదు గదవే యో తెరవలార	seesamu
యనుచు జెలులతొ నెప్పుడా యలరుబోడి | నిన్నె తలచుచునున్నది నీరజాక్షగాన రావయ్య వేగమె కమలనయన | మదనగోపాల సత్యభామావిలోల!	teytageethi
తరువు బాసిన తీగె తెరగున విభు బాసి యెటు నిల్వనోపుదు నింతులారననుగైన మొగులు గానని నెమ్మి కైవడి ముచ్చట లేదాయె ముదితలారజలము బాసినయట్టి జలజంబువలె మది సొంపొకించుక లేదె సుదతులారకొమరైన ద్విజరాజు కూరిమి లేనట్టి కుముదంబువలెనాయె కొమ్మలార	seesamu
గాన నిక నేటి బ్రతుకని కంబుకంఠి | మదిని దత్తరమొదవ నా మందయానచెలుల నేవేళ జీరుచు చింతనొందు | మదనగోపాల సత్యభామావిలోల!	teytageethi
గజయాన వగమీర గదిసి నాథుని యెద కులుకుగుబ్బలచేత గ్రుమ్మి వేగబదపడి చేతుల వదలక బిగబట్టి గుదిగాళ్లు వెన్నున గూర్చి వొక్కిమరుకేళి నొకవింత మనసిచ్చి యొక కొంతసేపు హాయిగ రతిచెంది మగనిమదికింపు పుట్టింప సదయుని మెప్పించి సుదతి నాథుని మోము జూచి తమిని	seesamu
యవుర నా సామి విడువకుమనుచు జాల మ్రొక్కి కౌఁగిట జేరిచి ముద్దుబెట్టికొసరి భర్తను లాలించు కోమలాంగి | మదనగోపాల సత్యభామావిలోల!	teytageethi
