id	poem	meter	class	author	genre	satakam	satakam_te	meter_source	meter_confidence	meter_margin	verifier_valid	n_lines	seesa_tail	seesa_tail_abbr
pdy-Kuppusaami-062	మాంసము భుజింప నిచ్ఛించి మానవుండు\nమ్రొక్కు మ్రొక్కంచు దేవుని ముందుఁబెట్టి\nగొంతుగోసి యే మృగమునో కుడుచుచున్నఁ\nగోపపడకున్న దేవుండు? కుప్పుసామి.	teytageethi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_exact			true	4		
pdy-Kuppusaami-063	కష్టమైన నేమి కల్ల చెప్పనటంచు\nహితుఁడు తప్పకుండ హితముఁజెప్పు\nపరుఁడు స్వార్థపరుఁడు మెఱమెచ్చులనుబల్కఁ\nగొంకఁ డింతయేని కుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.9	0.3500000000000001	false	4		
pdy-Kuppusaami-064	మాట పరుసదనము మార్తురఁ బుట్టించు\nమెత్తదనము కూర్చు మిత్రకోటి\nగుడ్లగూబ కేల కొల్లగా నుందురు\nతప్పఁ దిట్టువారు? కుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.7333333333333334	0.15000000000000002	false	4		
pdy-Kuppusaami-065	బుట్టనున్న పాము బుసకొట్టి పోఁబోవు\nవీలు చిక్కినపుడు వేగిరించి\nసకలభూతములకు స్వాతంత్ర్య కాంక్షయే\nయొప్పు సహజముగను కుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.9833333333333334	0.5166666666666668	false	4		
pdy-Kuppusaami-066	నీటిలోని జీవి నీటిలోఁ జచ్చును\nమెట్టనున్న జీవి మెట్టఁజచ్చు\nఘాతుకుండు చచ్చు ఘాతుక కృత్యంబు\nలుప్పరించుచుండఁ గుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_exact			true	4		
pdy-Kuppusaami-067	ఉప్పతించువాని కుప్పతిల్లదు మేలు\nక్రుళ్ళి క్రుళ్ళి చచ్చుఁ గొట్టకొనకు\nపరులఁజూచి యోర్చి బ్రదుకువాఁడు శుభంబుఁ\nదప్పకుండఁ బొందుఁ గుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_exact			true	4		
pdy-Kuppusaami-068	కారణములేక కుజనుండు కష్టపెట్టు\nనెట్టివారల నేనియు నెండ్రి యొకటి\nచేనిలోనుండి మెల్లగాఁ జేనిపైరు\nకొఱికి వైచెడి కైవడిఁ గుప్పుసామి.	teytageethi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_exact			true	4		
pdy-Kuppusaami-069	సానఁ బటినయపుడె వజ్రముల కాంతి\nప్రజ్వలితమగు నా ప్రకారంబె కష్ట\nసమయమందె ప్రకాశించు శౌర్యరాశి\nగురుతరంబైన శౌర్యంబు కుప్పుసామి.	teytageethi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.5499999999999999	0.04999999999999993	false	4		
pdy-Kuppusaami-070	అంత్యనిష్ఠురంబుకన్న నాదినిష్ఠు\nరంబు మేలుగావునఁ దత్తరంబు లేక\nయున్న దున్నట్టుగాఁ జెప్పుచుందురు బుధ\nలొప్పమిని లెక్కపెట్టక కుప్పుసామి.	teytageethi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.5499999999999999	0.033333333333333215	false	4		
pdy-Kuppusaami-071	ఎన్ని రసములున్న నేమి రుచించును\nనుప్పులేని కూర చప్పనగుచుఁ?\nకోటిగుణములున్నఁ గొరగావు నీతి యొ\nక్కొండు లేకయున్నఁ గుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.9166666666666666	0.33333333333333326	false	4		
pdy-Kuppusaami-072	తలలు గొఱిగించి కావి బట్టలనుగట్టి\nమెడల రుద్రాక్షమాలిక లిడినయంత\nముక్తి వచ్చునే నిస్సంగ బుద్ధిలేక\nకుమతి మాటలనేమి కుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.6166666666666667	0.0	false	4		
pdy-Kuppusaami-073	తప్పుఁ దెలిసికొన్నఁ దత్క్షణమే సజ్జ\nనుండు దిద్దికొనఁగ నూలుకొనును;\nగఱతలాఁడు దానిఁ గప్పిపుచ్చఁ గడంగుఁ\nగుటిలబుద్ధిచేతఁ కుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_exact			true	4		
pdy-Kuppusaami-074	చచ్చిపోయిన వెంటనే జన్మమెత్తు\nజీవి కుడువఁ గర్మమటంచుఁ జెప్పుచుండు\nరట్టులైనచోఁ బితృలోక మెట్టువచ్చుఁ?\nగుటిలజనసృష్టి గాదొక్కొ కుప్పుసామి.	teytageethi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_exact			true	4		
pdy-Kuppusaami-075	చచ్చిపోయిన వాని కేసరణిఁ జేరఁ\nగలవు పిండములు నివాప జలముకూడ\nనావులును భోక్తలును దృప్తు లగుటకొఱకుఁ\nగూర్చి పెట్టిరిగాకేమి కుప్పుసామి.	teytageethi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.9166666666666666	0.3833333333333333	false	4		
pdy-Kuppusaami-076	ముక్కు మొగముఁ జెక్కి మూలవిరాట్టంచు\nనొక్క రాయిఁదెచ్చి యుంచి గుడులఁ\nగూడు గుడ్డలిచ్చి కొల్తురు ప్రజలెల్లఁ\nగొంటెపనులు గావె కుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.9166666666666666	0.33333333333333326	false	4		
pdy-Kuppusaami-077	మండి వెలుఁగుదాని మన దీపమని చెప్పి\nముద్దు పెట్టుకొన్న మూతిఁగాలు;\nమూర్ఖుఁడైన వాని పొందు చేకూర్చును\nముప్పు దప్పకిటులఁ కుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_exact			true	4		
pdy-Kuppusaami-078	కొడుకు కొమ్మలనుచుఁ గూడు గుడ్డలనుచు\nనిల్లు వాకిలనుచు నెగిరి పడుచుఁ\nపాపమనక యెవఁడు వర్తించు వానికిఁ\nగొంప మునిఁగితీరు కుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.9166666666666666	0.2666666666666666	false	4		
pdy-Kuppusaami-079	పొట్టివాని కుండుఁ బుట్టెడు బుద్ధులు\nపొట్టివాని నమ్మఁ బోకు మెపుడు\nపొట్టివాఁడు గాదె పొడవడంచె బలిని\nగూట పథముఁ ద్రొక్కి కుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_exact			true	4		
pdy-Kuppusaami-080	రక రకంబులైన రంగు వల్వలు మేనఁ\nగట్టినంత రాదు గౌరవంబుఁ\nఅంగకములఁ గప్ప గంగిరెద్దునకుఁ జాలఁ\nగప్పడములు లేవె కుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.9	0.4166666666666667	false	4		
pdy-Kuppusaami-081	కులములోన నొక్క కుజనుండు పుట్టినఁ\nగులము జెడును దానఁ గులకలంక\nమందువల్ల నెంత మంది నిర్దోషులో\nగోడు గుడుచు చుంద్రు కుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_exact			true	4		
pdy-Kuppusaami-082	ఎంత మంచివాని నేనియుఁ జిటికలోఁ\nజెడ్డవానిఁ గాఁగఁ జేయవచ్చు\nబందుకట్టి బైసి వదలుచుఁ బదిమంది\nకుచ్చితములు పల్కి కుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.8333333333333334	0.35000000000000003	false	4		
pdy-Kuppusaami-083	ఆశ కంతంబు లేదెందు నాశ వదల\nకున్నఁ బ్రాణికి సౌఖ్యంబు సున్నయగును\nదృప్తిఁ గాంచనేరనియట్టి తృష్ణ నరుని\nకెప్పుడొప్పుగాఁ బోవదు కుప్పుసామి.	teytageethi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.9166666666666666	0.3833333333333333	false	4		
pdy-Kuppusaami-084	చదువు సాములు చెప్పించి సంస్కరింప\nకెంతో విత్తంబు గడియించి యిచ్చు తండ్రి\nపుత్రునకు నెందు భీషణ శత్రువంచుఁ\nజెప్పుదురు పండితోత్తముల్‌ కుప్పుసామి.	teytageethi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.6	0.016666666666666607	false	4		
pdy-Kuppusaami-085	ఆఁడుదాని యీలు వంతరించిన మీఁద\nనెట్టివంశమందుఁ బుట్టియున్న\nగ్రుడ్డిగవ్వకైనఁ గొఱగాక పోవు, నీ\nయొప్పులేనిఁ జగతిఁ గుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.9166666666666666	0.45	false	4		
pdy-Kuppusaami-086	సంశయించు భర్త సాహచర్యముఁ జేయ\nసాధ్యపడునె యెట్టి సాధ్వికైన?\nసీత భూమిఁజొచ్చె శ్రీరామచంద్రునిఁ\nగూడి యుండలేక కుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_exact			true	4		
pdy-Kuppusaami-087	పెండ్లియందు నొక్కరికేల పెత్తనంబు?\nకష్టసుఖము లందలి పాలి కాపులగుటఁ\nబెండ్లికూఁతురు కొమరుండు పెండ్లిఁ జేసి\nకొనఁగవలెఁగాని నిజముగాఁ గుప్పుసామి.	teytageethi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_exact			true	4		
pdy-Kuppusaami-088	మ్రొక్కుగల దదిచెల్లింపఁ బోదు మంచు\nగొండలెక్కి యేరులు దాఁటి కొట్టకొనకు\nజుట్టునిత్తురు దేవుండు క్షోభపడఁడె\nకూఁకటుల చిక్కుఁ దెలియక కుప్పుసామి.	teytageethi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.7333333333333334	0.25000000000000006	false	4		
pdy-Kuppusaami-089	అక్షమాలఁ గుంభజుఁడు పెండ్లాడె నందు\nరక్షమాల పుట్టింటివా రనినయెడల\nముట్టరాదందు రిదియేల చిట్ట? విప్ర\nకోటి కిది చెల్లిపోయెఁగా కుప్పుసామి.	teytageethi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.7833333333333333	0.2833333333333333	false	4		
pdy-Kuppusaami-090	తిరిపెమెత్తి జీవించెడి దేబెకున్న\nయాత్మసంతుష్టి కలదె ధనాఢ్యునకును?\nధనము సంతుష్టి నీదు విద్యాధనంబొ\nకూర్చు నాత్మసంతుష్టిని గుప్పుసామి.	teytageethi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.9166666666666666	0.41666666666666663	false	4		
pdy-Kuppusaami-091	వయసు చెల్లుచున్నంత లావణ్యముడుగు\nనుడుగనిది యొక్క శీలంబు పడతికెప్పు\nడుడుగకుండంగ వర్ధిల్లు చుండుఁ గాన\nగుణములేని చెలువయేల కుప్పుసామి.	teytageethi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.9166666666666666	0.33333333333333326	false	4		
pdy-Kuppusaami-092	తలలు మాడుచున్నఁ దమపాదములఁ బట్టి\nకొన్నవారి కిచ్చు గొప్పనీడ\nపాదపంబు లిట్లె పండితు లిత్తురు\nకోర్కె లాశ్రితులకుఁ కుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_exact			true	4		
pdy-Kuppusaami-093	దేహపాటవంబు దిగజారు కొలఁదిని\nవిషయవాంఛ మిగులఁ బెఱుగుచుండు\nనందుచేత దేహ మారోగ్యమున నుంచి\nకొనుట మేలు ప్రజకుఁ గుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.8333333333333334	0.25	false	4		
pdy-Kuppusaami-094	పాడిపంటలేక పశుసంపదయు లేక\nకాయకష్టము పడు కడిమిలేక\nబ్రదుకుచుండునట్టి రైతుబిడ్డల నమ్మఁ\nగూడదెపుడు సుంత కుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_exact			true	4		
pdy-Kuppusaami-095	మేనమామ పోల్కి మేనత్త చాలిక\nయనెడి సంప్రదాయ మధిగమించి\nపెండ్లిచేయునపుడు పెద్దగా యోజించి\nకులము నెమకవలయుఁ కుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.9166666666666666	0.33333333333333326	false	4		
pdy-Kuppusaami-096	కానిడబ్బు చేతఁ గల్గువాఁ డెట్టివాఁ\nడయిన గౌరవంబు నందుటెఱిఁగి\nపరువుఁగోరి బ్రదుకు వాఁడెందు ద్రవ్యంబుఁ\nగూడఁ బెట్టవలయుఁ గుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.8333333333333334	0.2666666666666667	false	4		
pdy-Kuppusaami-097	చిడిపిరాళ్ళగనిని బొడఁగట్టు వజ్ర మొ\nక్కొక్కమాటు గాన నోర్మిగల్గి\nవెదకి వెదకి చాల వెడవంగడమునుండి\nకొనఁగవచ్చుఁబిల్లఁ గుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.7666666666666666	0.19999999999999996	false	4		
pdy-Kuppusaami-098	పెట్టుపోతలున్న యట్టి వంగస మెందుఁ\nగుతిలపడదు ధనము కొఱఁతఁబడినఁ\nగానఁ బెట్టుపోత లానుగా జరుపుట\nకూర్చుచుండు మేలు కుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_exact			true	4		
pdy-Kuppusaami-099	జంతుజాలమునకుఁ జావు నైజమగుటఁ\nదెలివి గల్గువారు దెలిసికొనుచు\nదానధర్మములను దనివోవఁ జేతురు\nకూర్చు శుభము దానఁ కుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_exact			true	4		
pdy-Kuppusaami-100	తల్లి కప్పిపుచ్చుఁ దనబిడ్డలందున్న\nయెన్ని దప్పులైన నెట్టివైనఁ\nదలకుఁ జుట్టుగుడ్డ తనకున్న చిఱుగులఁ\nగప్పిపుచ్చునట్లు కుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_guess	0.9166666666666666	0.3666666666666667	false	4		
pdy-Kuppusaami-101	కైతకైదువన్న భీతిపడు జగంబు\nకైదు వున్నయట్లె కవితయున్నఁ\nగవుల నాశ్రయించి కడచన్నరాజులు\nగొప్పవారలైరి కుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_exact			true	4		
pdy-Kuppusaami-102	కఱద లిన్నికూర్చి కవిరాజు వచియించెఁ\nబరులకొఱకుఁ గార్య పరులకొఱకుఁ\nజిక్కువచ్చినపుడు చిక్కుదీరును దీని\nవిప్పి చదువుకొన్నఁ కుప్పుసామి.	aataveladi	upajaathi	త్రిపురనేని రామస్వామి	social	Kuppusaami	కుప్పుసామి శతకము	detected_exact			true	4		
pdy-Laavanya-007	తరళాక్షి నీ మేనితావి ఘమ్మన నాదు । మనసు ఝుమ్మని రేగి మరులు జెందు\nచెలి నీదు గిల్కుటందెలు ఘల్లుమని మ్రోయ । తనువు ఝల్లని యేమొ తత్తరించు\nమగువ నీ సొగసు కల్మా ధళుక్కనినంత । కళ చళుక్కని లోన కలకబారు\nనొకవేళ కోపగించుక గిరుక్కన మరుం । డట చురుక్కన పూవుటమ్ము వేయు	seesamu	upajaathi	పోలిపెద్ది వేంకటరాయకవి	srngara	Laavanya	లావణ్య(సీమ)శతకము	site			true	4	వెలది కడుసోలి బతిమాలి వెతల చాలి । భావమటు తూలి తమిదేలి పాలుమాలి\nయెడతెగని బాళి నీ జోలికింత జాలి । వశమటే రామరామ లావణ్యసీమ.	తే.
pdy-Laavanya-014	పసుపునిగ్గుల చల్వపావడతో కుసుం- । బా కలాబతు జారుపైటతోడ\nమొనబంటి కసికాటులను కందు మోవితో । విరులు వాడిన వేణిభరముతోడ\nనెలవంక గోటిపోటుల చన్నుదోయితో । సొక్కిన నెమ్మోముసొగసుతోడ\nకొద్దిగా చెదరు కుంకుమతో కరంగిన । కాటుక కనుసోగ నీటుతోడ	seesamu	upajaathi	పోలిపెద్ది వేంకటరాయకవి	srngara	Laavanya	లావణ్య(సీమ)శతకము	site			true	4	ముడి వదలినట్టి నీవి నిమ్ముగ బిగించి । సురతమున మైచెమర్చిన సురటి బూని\nవిసరుకొనుచున్నవేళ నీ వితమునెన్న । వశమటే రామరామ లావణ్యసీమ.	తే.
pdy-Laavanya-016	చూపుమార్పులను హెచ్చుగ నాస గల్పించి । చేమార్పులను చాల ప్రేమ నించి\nకౌగిటిమార్పుల కడుమోదమున మించి । మోవిమార్పుల మెచ్చి ముద్దునిచ్చి\nతమలంపుమార్పుల క్రమముగా దనియించి । తొడసందిమార్పుల దుడుకు గాంచి\nప్రక్కమార్పుల ప్రౌఢిపని గాదని మదించి । పడకమార్పుల హాయిబడ రమించి	seesamu	upajaathi	పోలిపెద్ది వేంకటరాయకవి	srngara	Laavanya	లావణ్య(సీమ)శతకము	site			true	4	బడలికను లేచి నెమ్మోము పారజూచి । మదినొకటి దోచిన నవ్వి యామాట దాచి\nచేతచెయ్యూచి పలుకు నీ చెలువమెన్న । వశమటే రామరామ లావణ్యసీమ.	తే.
pdy-Laavanya-018	తొడనిగ్గు పైకి గన్పడు కీనుఖాబు పా- । వడతో జరీబుటా వల్వతోడ\nరహిమించు వహిగాంచు రవికెతో ఝల్లని । కౌనుల్కి చెమరించు కళలతోడ\nసొగసు మించిన చాదుచుక్కతో పిరుదుల । నంటి మెలంగు కీల్గంటుతోడ\nమొనలు పైపైలకగ్గిన కుచద్వయముతో । మిసిమి జెలంగు నెమ్మేనితోడ	seesamu	upajaathi	పోలిపెద్ది వేంకటరాయకవి	srngara	Laavanya	లావణ్య(సీమ)శతకము	site			true	4	కులికి దిగ్గున లేచి లోకొంగు జూచి । చెరగు మాసె నటంచును సిగ్గుదోచి\nపాత్ర గైకొన్న హొయలెంచి బాళి నిలుప । వశమటే రామరామ లావణ్యసీమ.	తే.
pdy-Laavanya-027	నూతనకేళి నేనొనరింపబూనిన । చిడిముడిలోజంకు సిగ్గువెరగు\nవేగుటవేసట వెల్లవాటునుజాలి । మడిమవిదల్పు పెందొడవడంకు\nబొమముడికనుమూత మోవియార్చుట లల । మైచెమర్చుట తడంబడుట సొలపు\nపలుమొన బిగియించు పటిమ నధైర్యంబు । కసరు తొందర బాళి గడలుకొనగ	seesamu	upajaathi	పోలిపెద్ది వేంకటరాయకవి	srngara	Laavanya	లావణ్య(సీమ)శతకము	site			true	4	పొలతి నన్నెంచనపుడు నే బుజ్జగించ । కౌను యసియాడ మన్మథకళలు వీడ\nరతమొనర్చిననాటి నీ వితమునెన్న । వశమటే రామరామ లావణ్యసీమ.	తే.
pdy-Laavanya-028	కలకంఠి యీడునెచ్చెలులెల్ల శృంగార- । వనికి బోదాము రమ్మనుచు బిలువ\nకడుమోదమున రైక తొడగలేదను గప్తి । మరచి వారలతోడ నరుగుదెంచి\nపున్నాగసుమగుచ్ఛములకు చెయ్యెత్తిన । కోరకగతి గబ్బిగుబ్బ యుబ్బ-\nనపుడేను కొనగోట నదిమిన నను గాంచి । సిగ్గుచేతను పైటచెరగు గప్పి	seesamu	upajaathi	పోలిపెద్ది వేంకటరాయకవి	srngara	Laavanya	లావణ్య(సీమ)శతకము	site			true	4	తీవ్రగతినేగి చెలులతో తేటి యిచట । కొరికెనో గాక చెయ్యెత్తగూడదనుచు\nచెప్పుకొనునాటి యణుకువ చెలువ దలప । వశమటే రామరామ లావణ్యసీమ.	తే.
pdy-Laavanya-032	కలహంసలకు జీతముల లెక్కజూచి లో- । బాకి చెల్ల గని జాపాలొసంగి\nజాతైన మంచిపచ్చలరంగు గల చిల్క- । పంజులెల్లను బరాబరులు జేసి\nగండుకోకిలమూక కైజీతములవారి- । కందమౌ ననలతో విందొనర్చి\nగొరువంక యెలగోలు నిరువంకలను గూడి । రమ్మంచు తేంట్లచే కమ్మలిచ్చి	seesamu	upajaathi	పోలిపెద్ది వేంకటరాయకవి	srngara	Laavanya	లావణ్య(సీమ)శతకము	site			true	4	దండుకు సమీరణుని సరదారు జేసి । వేయుమని చెప్పి పూపొదవెలిగుడారు\nదర్పకుండను పాదుషా దాడి వెడలి । వచ్చె గదె రామరామ లావణ్యసీమ.	తే.
pdy-Laavanya-033	జాతిజంగాలి బనాతి కనాతి స- । రాతిలోదటను సూరతువులందు\nమొఖమల్ ఖురాళ మిమ్ముగ నఖాసీచుట్టు । తగుటుచీనీలి ముత్యముల చేర్లు\nపగడంపు చేవ కంబాలు ముప్పిరిపట్టు । పగ్గముల్ సరిగెహొంబట్టు కుట్టు\nనమరుషమేనాకృశములు కమానువా- । కిళ్లు నీలంపు మేకీలు కొణిగె	seesamu	upajaathi	పోలిపెద్ది వేంకటరాయకవి	srngara	Laavanya	లావణ్య(సీమ)శతకము	site			true	4	తీరు నద్దాలబారు గుడారులోన । చదరు సేయంగ పదాలచాటునుండి\nవేడ్క నను జూచునాటి నీ వితమునెన్న । వశమటే రామరామ లావణ్యసీమ.	తే.
pdy-Laavanya-035	జాఫల్ రసంబు గుర్షాపూలు ద్రాక్షలు । గంగులుఖందు చొక్కపు జవాజి\nజాఫరాయగరు పచ్చాకూదుబత్తీలు । పునుగుపన్నీరు గంబురు గులాబి\nయత్తరు సీమరాయంచలు తెల్లాకు- । మడుపుల్ వళాగ్రముల్ మల్లెపూలు\nకురువేరు నరగ జాల్ కొత్తకైరావళ్లు । దవనంపు చెండ్లు దంతంపు గుండ్లు	seesamu	upajaathi	పోలిపెద్ది వేంకటరాయకవి	srngara	Laavanya	లావణ్య(సీమ)శతకము	site			true	4	మా కచేరికి నజరు లీ మాడ్కి బనిచి । నమ్మినానని వ్రాసుకున్నట్టి జాబు\nనకలు జూచిన మరుని గాసికి సహింప । వశమటే రామరామ లావణ్యసీమ.	తే.
pdy-Laavanya-039	నారాయణవనంబు చీరకుచ్చంచులు । మీగాళ్ల కెలమి కైలాగు లెసగ\nసన్నగీరుల గులాల్ వన్నెరైక మెరుంగు । గుబ్బల పొగరానికుట్లు పిగల\nకమ్మని దవనంపురెమ్మల జడ పైడి- । కుచ్చులు పిరుదుల గునిసియాడ\nపొలుపొందు పావడంబులు మొల్కపాంజేలు । గిలగిలమని పదంబులను మొరయ	seesamu	upajaathi	పోలిపెద్ది వేంకటరాయకవి	srngara	Laavanya	లావణ్య(సీమ)శతకము	site			true	4	నవ్వుకుంచును కార్వేటినగరమునను । వీధినెదురైన సిగ్గున వీపుగప్పి\nత్రోవ దొలగిననాటి నీ భావమెన్న । వశమటే రామరామ లావణ్యసీమ.	తే.
pdy-Laavanya-041	తమ్మిమొగ్గలు పెద్దతలుపు పెన్గుబ్బలు । గజనిమ్మపండ్లు బంగారుగుండ్లు\nబరిణెకప్పులు పూలబంతులు మేల్‍రంగు । బూసిన బటువైన బొంగరాలు\nకరికుంభములు వీణెకాయలు జక్కువ- । పిట్టలు మరుని చేపుట్టచెండ్లు\nకొండలు యపరంజికుండలు రసగుండ్లు । కంచుగిన్నెలు భూమి గలుగునట్టి-	seesamu	upajaathi	పోలిపెద్ది వేంకటరాయకవి	srngara	Laavanya	లావణ్య(సీమ)శతకము	site			true	4	వెన్ని చూచిన దాని పాలిండ్లతీరు । గాన త్రిజగాన చాన నీ యాన యెంత-\nకైన నేమాయ నా మందయానపైన । వలపునిక రామరామ లావణ్యసీమ.	తే.
pdy-Laavanya-042	కారంజిలో నీతకాయల మోపాని । తేలెడు పచ్చని తెప్పపల్క\nపైకెంపు రాకోళ్లపట్టెమంచము దోమ- । తెరచుట్టు దివ్వెకందీలబారు\nతొడిమ తీసిన రెక్క విడిమల్లెపూపాన్పు । పచ్చాకుదిండ్లు కోపైన లోడు\nదనరు కుంకుమపువ్వు తక్కెంబు కీలుబొ- । మ్మలు వేయు పంఖాల చలువగాడ్పు-	seesamu	upajaathi	పోలిపెద్ది వేంకటరాయకవి	srngara	Laavanya	లావణ్య(సీమ)శతకము	site			true	4	లెగయ వేసవినెల బవ్వళించియున్న । వచ్చి చెయ్యాని తేనెక్కి వత్తుననుచు\nబలికి నాతోడ కలసిన వగలనెన్న । వశమటే రామరామ లావణ్యసీమ.	తే.
pdy-Laavanya-047	మనసెరుంగగ రాదు మాటనిల్కడ లేదు । వావివర్తన నహి వలపు సున్న\nకనువిచ్చి చూడరు చనువిచ్చి కూడరు । నేస్తంబు పూజ్యము నెనరు నాస్తి\nమర్యాద లెంచరు మన్నన గాంచరు । గుణముచక్కన లిల్ల గుట్టు కల్ల\nకపటంబు మానరు కడువేడ్క బూనరు । సత్యమన్నను వట్టు జాలి మట్టు	seesamu	upajaathi	పోలిపెద్ది వేంకటరాయకవి	srngara	Laavanya	లావణ్య(సీమ)శతకము	site			true	4	సాహసము మెండు మిక్కిలి చలము నిండు । నంగిట విసంబు మున్నాల్కెనందు తియ్య-\nదనము గదె చేడియల మంచితనమ్ము । వశమటే రామరామ లావణ్యసీమ.	తే.
pdy-Laavanya-049	కాలమృత్యువునైన కడకు ద్రోయగవచ్చు । పురవైరితోనైన బోరవచ్చు\nగరళంబు మెక్కి నిగ్రహశక్తి గనవచ్చు । నల దవానలము చేనంటవచ్చు\nమసకాడు తాచుల విసరి రాళ్లిడవచ్చు । కాలాంతకుని యాజ్ఞ గడవవచ్చు\nతనువు గోయగ మది తాళి యుండగవచ్చు । పైమాట లొకలక్ష బలుకవచ్చు	seesamu	upajaathi	పోలిపెద్ది వేంకటరాయకవి	srngara	Laavanya	లావణ్య(సీమ)శతకము	site			true	4	నబ్జభవునకునైన నయాన వారి । వలపు గొలిపెడి బెళుకుచూపులను వేడి\nతూపులకు వాసి చిత్తంబుతో సహింప । వశమటే రామరామ లావణ్యసీమ.	తే.
