padyam_id	meter	meter_class	satakam	split	input	input_valid	reference	violated	violated_raw	edit.pos	edit.old	edit.new	edit.direction	edit.line	edit.akshara	edit.word	edit.attested	violation.paada	violation.gana	violation.akshara	violation.observed	violation.aksharas	id	edit	violation
pdy-seesamu-0449	seesamu	upajaathi	""	dev	పలురోగములకు నీపాదతీర్థమె కాని - వలపు మందులు నాకు వలదు వలదు\nచెలిమిసేయుచు నీకు సేవఁ జేసెదఁ గాన - ని దాసకోటిలో నిలుపవయ్య\nగ్రహభయంబునకుఁ జక్రముఁ దలంచెదఁ గాని - ఘోరరక్షలు గట్టఁగోరనయ్య\nపాముకాటుకు నిన్నుఁభజనఁ జేసెదఁ గాని - దాని మంత్రము నేను తలఁపనయ్య	false	పలురోగములకు నీపాదతీర్థమె కాని - వలపు మందులు నాకు వలదు వలదు\nచెలిమిసేయుచు నీకు సేవఁ జేసెదఁ గాన - నీ దాసకోటిలో నిలుపవయ్య\nగ్రహభయంబునకుఁ జక్రముఁ దలంచెదఁ గాని - ఘోరరక్షలు గట్టఁగోరనయ్య\nపాముకాటుకు నిన్నుఁభజనఁ జేసెదఁ గాని - దాని మంత్రము నేను తలఁపనయ్య	["seq"]	["corr","seq"]	96	ీ	ి	shorten	1	15	ని	true	3	0	44	|U|U	["ని","దా","స","కో"]	pdy-r-00393		
pdy-teytageethi-0450	teytageethi	upajaathi	""	train	నిటుల సంసారవారధి నీఁదలేక -\nవేయి విధముల నిన్ను నే వేఁడుకొంటి\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురీతదూర!	false	నిటుల సంసారవారధి నీఁదలేక -\nవేయి విధముల నిన్ను నే వేఁడుకొంటి\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	["seq"]	["seq"]	113	ి	ీ	lengthen	3	10	దురీతదూర	false	3	3	49	|U|	["దు","రీ","త"]	pdy-r-00394		
pdy-teytageethi-0451	teytageethi	upajaathi	""	train	దుష్టకార్యము లొనరించు దుర్జనులకు -\nఘనతరంబైన నరకంబు గట్టిముల్లె\nభూషణవికాస! శ్రీధర్మపురనీవాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	false	దుష్టకార్యము లొనరించు దుర్జనులకు -\nఘనతరంబైన నరకంబు గట్టిముల్లె\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	["seq"]	["seq"]	86	ి	ీ	lengthen	2	11	శ్రీధర్మపురనీవాస	false	2	3	37	||U	["పు","ర","నీ"]	pdy-r-00395		
pdy-teytageethi-0452	teytageethi	upajaathi	""	train	ప్రజల జంతుల హింసించు పాతకుండూ -\nకాలకింకర గదలచేఁ గష్టమొందు\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	false	ప్రజల జంతుల హింసించు పాతకుండు -\nకాలకింకర గదలచేఁ గష్టమొందు\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	["seq"]	["corr","seq"]	28	ు	ూ	lengthen	0	12	పాతకుండూ	false	0	4	11	UUU	["కుం","డూ","కా"]	pdy-r-00396		
pdy-teytageethi-0453	teytageethi	upajaathi	""	train	సురవినుత! నేను నీచాటుఁ జొచ్చినాను -\nనా మొఱాలించి కడతేర్చు నాగశయన!\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దూరితదూర!	false	సురవినుత! నేను నీచాటుఁ జొచ్చినాను -\nనా మొఱాలించి కడతేర్చు నాగశయన!\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	["seq"]	["seq"]	117	ు	ూ	lengthen	3	9	దూరితదూర	false	3	4	53	|U|	["త","దూ","ర"]	pdy-r-00397		
pdy-teytageethi-0454	teytageethi	upajaathi	""	train	పరమభక్తుండు ధన్యుండు భానుతేజ! -\nవానిఁ గనుఁగొన్నఁ బుణ్యంబు వసుధలోన\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురీతదూర!	false	పరమభక్తుండు ధన్యుండు భానుతేజ! -\nవానిఁ గనుఁగొన్నఁ బుణ్యంబు వసుధలోన\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	["seq"]	["seq"]	119	ి	ీ	lengthen	3	10	దురీతదూర	false	3	3	50	|U|	["దు","రీ","త"]	pdy-r-00398		
pdy-teytageethi-0455	teytageethi	upajaathi	""	train	కొసకు ని సన్నిధికిఁ బిల్చుకొనియు నీకు -\nసేవకునిఁ జేసికొనవయ్య శేషశయన!\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	false	కొసకు నీ సన్నిధికిఁ బిల్చుకొనియు నీకు -\nసేవకునిఁ జేసికొనవయ్య శేషశయన!\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	["seq"]	["corr","seq"]	7	ీ	ి	shorten	0	3	ని	true	0	1	3	|U||	["ని","స","న్ని","ధి"]	pdy-r-00399		
pdy-teytageethi-0457	teytageethi	upajaathi	""	train	కుజనులను దెచ్చి ని సేవ కొరకుఁ బెట్ట -\nవాంఛతోఁ జేతురే భక్తవరుల వలెను?\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	false	కుజనులను దెచ్చి నీ సేవ కొరకుఁ బెట్ట -\nవాంఛతోఁ జేతురే భక్తవరుల వలెను?\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	["seq"]	["corr","seq"]	17	ీ	ి	shorten	0	7	ని	true	0	2	7	|U||	["ని","సే","వ","కొ"]	pdy-r-00400		
pdy-teytageethi-0458	teytageethi	upajaathi	""	test	శీఘ్రముగఁ గోర్కె లీడేర్చి చింత దీర్చు -\nనిరతముగ నన్ను బోషించు నేనరు నుంచు\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	false	శీఘ్రముగఁ గోర్కె లీడేర్చి చింత దీర్చు -\nనిరతముగ నన్ను బోషించు నెనరు నుంచు\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	["seq"]	["seq"]	63	ె	ే	lengthen	1	10	నేనరు	false	1	4	25	|U|	["రు","నుం","చు"]	pdy-r-00401		
pdy-teytageethi-0459	teytageethi	upajaathi	""	train	నలుగురికీ మెప్పుగానైన నడువ లేదు -\nనళినదళనేత్ర! నిన్ను నే నమ్మినాను\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	false	నలుగురికి మెప్పుగానైన నడువ లేదు -\nనళినదళనేత్ర! నిన్ను నే నమ్మినాను\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	["seq"]	["seq"]	8	ి	ీ	lengthen	0	4	నలుగురికీ	false	0	1	3	|UU|	["రి","కీ","మె","ప్పు"]	pdy-r-00402		
pdy-teytageethi-0461	teytageethi	upajaathi	""	train	క్రూరజనులకు నీమీఁద గోరి కెల? -\nద్రోహి పాపాత్మునకు దయాదుఃఖ మేల?\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	false	క్రూరజనులకు నీమీఁద గోరి కేల? -\nద్రోహి పాపాత్మునకు దయాదుఃఖ మేల?\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	["seq"]	["corr","seq"]	25	ే	ె	shorten	0	11	కెల	false	0	4	11	||U	["కె","ల","ద్రో"]	pdy-r-00403		
pdy-teytageethi-0462	teytageethi	upajaathi	""	dev	దండిదొర వంచు నీ వెంటఁ దగిలినాను -\nనేఁడు ప్రత్యక్షమై నన్ను నిర్వహింపు\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	true	దండిదొర వంచు నీ వెంటఁ దగిలినాను -\nనేఁడు ప్రత్యక్షమై నన్ను నిర్వహింపు\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	[]	[]														pdy-r-00404		
pdy-seesamu-0464	seesamu	upajaathi	""	train	నే నెంత వేఁడిన నీకేల దయరాదు? - పలుమాఱు పిలిచినఁ బలుక వేమి?\nపలికిన నీ కున్న పద వేమి బోవు? నీ - మోమైనఁ బొడచూపవేమి నాకు?\nశరణుఁ జొచ్చినవాని సవరింపవలెఁ గాక - పరిహరించుట నీకు బిరుదు గాదూ\nనీ దాసులను నీవు నిర్వహింపక యున్నఁ - బరు లెవ్వ రగుదురు పంకజాక్ష!	false	నే నెంత వేఁడిన నీకేల దయరాదు? - పలుమాఱు పిలిచినఁ బలుక వేమి?\nపలికిన నీ కున్న పద వేమి బోవు? నీ - మోమైనఁ బొడచూపవేమి నాకు?\nశరణుఁ జొచ్చినవాని సవరింపవలెఁ గాక - పరిహరించుట నీకు బిరుదు గాదు\nనీ దాసులను నీవు నిర్వహింపక యున్నఁ - బరు లెవ్వ రగుదురు పంకజాక్ష!	["seq"]	["corr","seq"]	179	ు	ూ	lengthen	2	28	గాదూ	false	5	3	78	UUU	["గా","దూ","నీ"]	pdy-r-00405		
pdy-teytageethi-0464	teytageethi	upajaathi	""	train	దాత దైవంబు తల్లియుఁ దండ్రి వీవె -\nనమ్మియున్నాను ని పాదనళినములను\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	false	దాత దైవంబు తల్లియుఁ దండ్రి వీవె -\nనమ్మియున్నాను నీ పాదనళినములను\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	["seq"]	["corr","seq"]	49	ీ	ి	shorten	1	5	ని	true	1	2	17	|U||	["ని","పా","ద","న"]	pdy-r-00406		
pdy-teytageethi-0467	teytageethi	upajaathi	""	train	అమల! కమలాక్ష! నేనిట్లు శ్రమపడంగఁ -\nగన్నులకుఁ బండువై నీకుఁ గానఁబడునె?\nభూషణవికాస! శ్రిధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	false	అమల! కమలాక్ష! నేనిట్లు శ్రమపడంగఁ -\nగన్నులకుఁ బండువై నీకుఁ గానఁబడునె?\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	["seq"]	["corr","seq"]	83	ీ	ి	shorten	2	6	శ్రిధర్మపురనివాస	false	2	2	35	|U||	["శ్రి","ధ","ర్మ","పు"]	pdy-r-00407		
pdy-teytageethi-0468	teytageethi	upajaathi	""	dev	గోపగాఁడను నీవు నా గుణము తెలిసి -\nయిప్పుడే నన్ను రక్షించి యేలుకొమ్ము\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	true	గోపగాఁడను నీవు నా గుణము తెలిసి -\nయిప్పుడే నన్ను రక్షించి యేలుకొమ్ము\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	[]	[]														pdy-r-00408		
pdy-teytageethi-0471	teytageethi	upajaathi	""	dev	వారివలె నన్నుఁ బోషింప వశముగాదె? -\nయింత వలపక్ష మేల శ్రీకాంత! నీకు?\nభుషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	false	వారివలె నన్నుఁ బోషింప వశముగాదె? -\nయింత వలపక్ష మేల శ్రీకాంత! నీకు?\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	["seq"]	["corr","seq"]	67	ూ	ు	shorten	2	0	భుషణవికాస	false	2	1	30	|U|U	["వి","కా","స","శ్రీ"]	pdy-r-00409		
pdy-seesamu-0475	seesamu	upajaathi	""	dev	సర్వేశ! నీపాదసరసిజ ద్వయమందుఁ - జిత్త ముంపఁగలేను జెదరకుండ\nనీవైన దయయుంచి నిలిచి యుండెడునట్లు - చేరి నన్నిపుడేలు సేవకుఁడను\nవనజలోచన! నేనువట్టి మూర్ఖుఁడఁ జుమ్మి - నీ స్వరూపముఁ జూడ నేర్పు వేగ\nతన కుమారుల కుగ్గు తల్లి వోసినయట్లు - భక్తిమార్గంబను పాలు పోసి	true	సర్వేశ! నీపాదసరసిజ ద్వయమందుఁ - జిత్త ముంపఁగలేను జెదరకుండ\nనీవైన దయయుంచి నిలిచి యుండెడునట్లు - చేరి నన్నిపుడేలు సేవకుఁడను\nవనజలోచన! నేనువట్టి మూర్ఖుఁడఁ జుమ్మి - నీ స్వరూపముఁ జూడ నేర్పు వేగ\nతన కుమారుల కుగ్గు తల్లి వోసినయట్లు - భక్తిమార్గంబను పాలు పోసి	[]	[]														pdy-r-00410		
pdy-seesamu-0480	seesamu	upajaathi	""	train	పద్మాక్ష! మమతచేఁ బరము నందెద మంచు - విఱ్ఱవీఁగుదుమయ్య వెఱ్ఱిపట్టి\nమాస్వతంత్రంబైన మదము గండ్లకుఁ గప్పి - మొగము పట్టదు కామమోహమునను\nబ్రహ్మదేవుండైనఁ బైడిదేహము గల్గఁ - జేసివేయక మమ్ముఁ జెఱిచె నతఁడు\nతుచ్ఛమైనటువంటి తొలెమ్ముకల తోడి - ముఱికి చెత్తలు చేర్చి మూట కట్టె	false	పద్మాక్ష! మమతచేఁ బరము నందెద మంచు - విఱ్ఱవీఁగుదుమయ్య వెఱ్ఱిపట్టి\nమాస్వతంత్రంబైన మదము గండ్లకుఁ గప్పి - మొగము పట్టదు కామమోహమునను\nబ్రహ్మదేవుండైనఁ బైడిదేహము గల్గఁ - జేసివేయక మమ్ముఁ జెఱిచె నతఁడు\nతుచ్ఛమైనటువంటి తోలెమ్ముకల తోడి - ముఱికి చెత్తలు చేర్చి మూట కట్టె	["seq"]	["seq"]	205	ో	ొ	shorten	3	7	తొలెమ్ముకల	false	6	2	86	|U||	["తొ","లె","మ్ము","క"]	pdy-r-00411		
pdy-teytageethi-0481	teytageethi	upajaathi	""	train	పతితపావన! లక్ష్మీశ! బ్రహ్మజనక! -\nభక్తవత్సల! సర్వేశ! పరమపురుష!\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దూరితదూర!	false	పతితపావన! లక్ష్మీశ! బ్రహ్మజనక! -\nభక్తవత్సల! సర్వేశ! పరమపురుష!\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	["seq"]	["seq"]	113	ు	ూ	lengthen	3	9	దూరితదూర	false	3	4	53	|U|	["త","దూ","ర"]	pdy-r-00412		
pdy-teytageethi-0482	teytageethi	upajaathi	""	train	వనజలోచన! యిటువంటివైభవములు -\nసొగసుగా నీకుఁ దోఁచెనో సుందరాంగ?\nభూషణవికాస! శ్రీధర్మపురనీవాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	false	వనజలోచన! యిటువంటివైభవములు -\nసొగసుగా నీకుఁ దోఁచెనో సుందరాంగ?\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	["seq"]	["seq"]	83	ి	ీ	lengthen	2	11	శ్రీధర్మపురనీవాస	false	2	3	37	||U	["పు","ర","నీ"]	pdy-r-00413		
pdy-teytageethi-0484	teytageethi	upajaathi	""	train	నీకు నావిద్య హర్షంబుగాక యున్న -\nతేపతేపకు వేషముల్‌ దేను సుమ్మి\nభూషణవికాస! శ్రిధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	false	నీకు నావిద్య హర్షంబుగాక యున్న -\nతేపతేపకు వేషముల్‌ దేను సుమ్మి\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	["seq"]	["corr","seq"]	76	ీ	ి	shorten	2	6	శ్రిధర్మపురనివాస	false	2	2	30	|U||	["శ్రి","ధ","ర్మ","పు"]	pdy-r-00414		
pdy-seesamu-0486	seesamu	upajaathi	""	train	భువనేశ! గోవింద! రవికోటిసంకాశ! - పక్షివాహన! భక్తపారిజాత!\nయంభోజభవరుద్ర జంభారిసన్నుత! - సామగానవిలోల! సారసాక్ష!\nవనధిగంభీర! శ్రీవత్స కౌస్తుభవక్ష! - శంఖచక్ర గదాసి శార్ఙ్గహస్త!\nదీనరక్షక! వాసూదేవ! దైత్యవినాశ! - నారదార్చిత! దివ్యనాగశయన!	false	భువనేశ! గోవింద! రవికోటిసంకాశ! - పక్షివాహన! భక్తపారిజాత!\nయంభోజభవరుద్ర జంభారిసన్నుత! - సామగానవిలోల! సారసాక్ష!\nవనధిగంభీర! శ్రీవత్స కౌస్తుభవక్ష! - శంఖచక్ర గదాసి శార్ఙ్గహస్త!\nదీనరక్షక! వాసుదేవ! దైత్యవినాశ! - నారదార్చిత! దివ్యనాగశయన!	["seq"]	["seq"]	183	ు	ూ	lengthen	3	6	వాసూదేవ	false	6	1	77	||UU	["క్ష","క","వా","సూ"]	pdy-r-00415		
pdy-teytageethi-0487	teytageethi	upajaathi	""	train	వీరి కెఱుకగు నీకథల్‌ వింత లెల్ల -\nనరుల కెఱూకన్న నెవరైన నవ్విపోరె?\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	false	వీరి కెఱుకగు నీకథల్‌ వింత లెల్ల -\nనరుల కెఱుకన్న నెవరైన నవ్విపోరె?\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	["seq"]	["seq"]	42	ు	ూ	lengthen	1	4	కెఱూకన్న	false	1	1	16	|UU|	["కె","ఱూ","క","న్న"]	pdy-r-00416		
pdy-teytageethi-0488	teytageethi	upajaathi	""	train	లావు గలవాఁడ వైతి వేలాగూ నేను -\nనిన్నుఁ జూతును నా తండ్రి నీరజాక్ష!\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	false	లావు గలవాఁడ వైతి వేలాగు నేను -\nనిన్నుఁ జూతును నా తండ్రి నీరజాక్ష!\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	["seq"]	["corr","seq"]	22	ు	ూ	lengthen	0	10	వేలాగూ	false	0	3	9	UUU	["లా","గూ","నే"]	pdy-r-00417		
pdy-seesamu-0489	seesamu	upajaathi	""	train	నీకథల్‌ చెవులలో సోఁకుట మొదలుగాఁ - బులకాంకురము మేనఁ బుట్టువాఁడు\nనయమైన నీ దివ్యనామకీర్తనలోన - మగ్నుఁడై దేహంబు మఱచువాఁడు\nఫాలంబుతో నీదు పాదయుగ్మమునకుఁ - బ్రేమతోఁ దండ మర్పించువాఁడు\nహా పుండరీకాక్ష! హా రామ! హరీ! యంచు - వేడ్కతోఁ గేకలు వేయువాఁడు	false	నీకథల్‌ చెవులలో సోఁకుట మొదలుగాఁ - బులకాంకురము మేనఁ బుట్టువాఁడు\nనయమైన నీ దివ్యనామకీర్తనలోన - మగ్నుఁడై దేహంబు మఱచువాఁడు\nఫాలంబుతో నీదు పాదయుగ్మమునకుఁ - బ్రేమతోఁ దండ మర్పించువాఁడు\nహా పుండరీకాక్ష! హా రామ! హరి! యంచు - వేడ్కతోఁ గేకలు వేయువాఁడు	["seq"]	["seq"]	202	ి	ీ	lengthen	3	10	హరీ	true	6	3	83	|UU|	["హ","రీ","యం","చు"]	pdy-r-00418		
pdy-teytageethi-0489	teytageethi	upajaathi	""	train	చిత్తకమలంబునను నిన్నుఁ జేర్చువాఁడు -\nనీదు లోకంబు నందుండు నీరజాక్ష!\nభూషణవీకాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	false	చిత్తకమలంబునను నిన్నుఁ జేర్చువాఁడు -\nనీదు లోకంబు నందుండు నీరజాక్ష!\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	["seq"]	["seq"]	72	ి	ీ	lengthen	2	3	భూషణవీకాస	false	2	1	28	|UU|	["ణ","వీ","కా","స"]	pdy-r-00419		
pdy-seesamu-0491	seesamu	upajaathi	""	train	నవ సరోజదళాక్ష! నన్నుఁ బోషించెడు - దాతవు నీవంచు ధైర్యపడితి\nనా మనంబున నిన్ను నమ్మినందుకుఁ దండ్రి! - మేలు నా కొనరింపు నీలదేహ!\nభళిభళీ! నీ యంత ప్రభువు నెక్కడఁ జూడఁ - బుడమిలో ని పేరు పొగడవచ్చు\nముందుఁ జేసిన పాపమును నశింపఁగఁ జేసి - నిర్వహింపుము నన్ను నేర్పుతోడఁ	false	నవ సరోజదళాక్ష! నన్నుఁ బోషించెడు - దాతవు నీవంచు ధైర్యపడితి\nనా మనంబున నిన్ను నమ్మినందుకుఁ దండ్రి! - మేలు నా కొనరింపు నీలదేహ!\nభళిభళీ! నీ యంత ప్రభువు నెక్కడఁ జూడఁ - బుడమిలో నీ పేరు పొగడవచ్చు\nముందుఁ జేసిన పాపమును నశింపఁగఁ జేసి - నిర్వహింపుము నన్ను నేర్పుతోడఁ	["seq"]	["corr","seq"]	170	ీ	ి	shorten	2	19	ని	true	5	1	69	|U||	["ని","పే","రు","పొ"]	pdy-r-00420		
pdy-teytageethi-0492	teytageethi	upajaathi	""	train	స్వామి ని భక్తవరులు దుర్జనులతోడఁ -\nజెలిమిఁ జేసిన యట్లైనఁ జేటు వచ్చు\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	false	స్వామి నీ భక్తవరులు దుర్జనులతోడఁ -\nజెలిమిఁ జేసిన యట్లైనఁ జేటు వచ్చు\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	["seq"]	["corr","seq"]	8	ీ	ి	shorten	0	2	ని	true	0	1	2	|U||	["ని","భ","క్త","వ"]	pdy-r-00421		
pdy-teytageethi-0494	teytageethi	upajaathi	""	dev	యుందు రరవిందనయన! నీయునికిఁ దెలియు -\nవారలకు వేగ మోక్షంబు వచ్చు ననఘ!\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదుర!	false	యుందు రరవిందనయన! నీయునికిఁ దెలియు -\nవారలకు వేగ మోక్షంబు వచ్చు ననఘ!\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	["seq"]	["seq"]	123	ూ	ు	shorten	3	12	దురితదుర	false	3	4	56	||	["దు","ర"]	pdy-r-00422		
pdy-seesamu-0496	seesamu	upajaathi	""	test	లక్ష్మీశ! నీ దివ్యలక్షణ గుణముల - వినఁజాల కెప్పుడు వెఱ్ఱినైతి\nనావెఱ్ఱిగుణములు నయముగా ఖండించి - నన్ను రక్షింపుమో నళిననేత్ర!\nనిన్ను నే నమ్మితి నితరదైవముల నే - నమ్మలేదెప్పుడు నాగశయన!\nకాపాడినను నీవె కష్టపెట్టిన నీవే - నీ పాదకమలముల్‌ నిరత మేను	false	లక్ష్మీశ! నీ దివ్యలక్షణ గుణముల - వినఁజాల కెప్పుడు వెఱ్ఱినైతి\nనావెఱ్ఱిగుణములు నయముగా ఖండించి - నన్ను రక్షింపుమో నళిననేత్ర!\nనిన్ను నే నమ్మితి నితరదైవముల నే - నమ్మలేదెప్పుడు నాగశయన!\nకాపాడినను నీవె కష్టపెట్టిన నీవె - నీ పాదకమలముల్‌ నిరత మేను	["seq"]	["seq"]	209	ె	ే	lengthen	3	13	నీవే	true	6	3	84	||UU	["ట్టి","న","నీ","వే"]	pdy-r-00423		
pdy-teytageethi-0496	teytageethi	upajaathi	""	train	నమ్మియున్నాను ని పాదనళినభక్తి -\nవేగ దయచేసి రక్షింపు వేదవిద్య!\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	false	నమ్మియున్నాను నీ పాదనళినభక్తి -\nవేగ దయచేసి రక్షింపు వేదవిద్య!\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	["seq"]	["corr","seq"]	15	ీ	ి	shorten	0	5	ని	true	0	2	5	|U||	["ని","పా","ద","న"]	pdy-r-00424		
pdy-teytageethi-0497	teytageethi	upajaathi	""	test	ననుచుఁ బలూమాఱు వేఁడెద నబ్జనాభ! -\nనాకుఁ బ్రత్యక్ష మగుము నిన్‌ నమ్మినాను\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	false	ననుచుఁ బలుమాఱు వేఁడెద నబ్జనాభ! -\nనాకుఁ బ్రత్యక్ష మగుము నిన్‌ నమ్మినాను\nభూషణవికాస! శ్రీధర్మపురనివాస! -\nదుష్టసంహార! నరసింహ దురితదూర!	["seq"]	["seq"]	9	ు	ూ	lengthen	0	4	బలూమాఱు	false	0	1	3	|UU|	["బ","లూ","మా","ఱు"]	pdy-r-00425		
pdy-saardulamu-0166	saardulamu	vruttamu	""	test	కొంకం గారణ మేమి ధర్మములు పెక్కుల్ చేసి మర్త్యుండు నీ\nవంకం జిత్తము నిల్పలేక పెరత్రోవల్ త్రొక్కినన్ సర్వముం\nబొంకై పోవుఁ; గురంగనేత్ర తగునోముల్ వేయునున్ నోచి తా\nఱంకాడంగఁ దొడంగినట్లు రఘూవీరా! జానకీనాయకా!	false	కొంకం గారణ మేమి ధర్మములు పెక్కుల్ చేసి మర్త్యుండు నీ\nవంకం జిత్తము నిల్పలేక పెరత్రోవల్ త్రొక్కినన్ సర్వముం\nబొంకై పోవుఁ; గురంగనేత్ర తగునోముల్ వేయునున్ నోచి తా\nఱంకాడంగఁ దొడంగినట్లు రఘువీరా! జానకీనాయకా!	["seq"]	["seq"]	180	ు	ూ	lengthen	3	10	రఘూవీరా	false	3	3	66	|UU	["ర","ఘూ","వీ"]	pdy-r-00426		
pdy-mattebhamu-0367	mattebhamu	vruttamu	""	test	వడి మిఱంగ నమోఘమై నిగుడు నీ వాలమ్ము వాలమ్ముఁ దాఁ\nకెడు నంచున్ మెడ యొడ్డినన్ జమరిపైఁ గీల్కొన్న కారుణ్య మే\nర్పడ మున్నేసిన యమ్ము వేఱె యొక నారాచమ్మునం ద్రుంచి పే\nర్పడి తౌరా విలుకాండ్రలోన రఘువీరా! జానకీనాయకా!	false	వడి మీఱంగ నమోఘమై నిగుడు నీ వాలమ్ము వాలమ్ముఁ దాఁ\nకెడు నంచున్ మెడ యొడ్డినన్ జమరిపైఁ గీల్కొన్న కారుణ్య మే\nర్పడ మున్నేసిన యమ్ము వేఱె యొక నారాచమ్మునం ద్రుంచి పే\nర్పడి తౌరా విలుకాండ్రలోన రఘువీరా! జానకీనాయకా!	["seq"]	["seq"]	5	ీ	ి	shorten	0	2	మిఱంగ	false	0	0	0	|||	["వ","డి","మి"]	pdy-r-00427		
